"Company
(Maker-if known)","Company
Location","Broad Bean
Origin","Specific Bean Origin
or Bar Name","Bean
Type","Cocoa
Percent",Rating,Flavours of Cocoa Rating System,"Review
Date",REF
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,Madagascar,Trinitario,75%,3,satisfactory,2013,1061
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,Madagascar w/ nibs,Trinitario,68%,3,satisfactory,2013,1061
Rococo (Grenada Chocolate Co.),U.K.,Grenada,"Gru Grococo, St. Andrews",Trinitario,66%,3,satisfactory,2012,923
Rogue,U.S.A.,Honduras,"La Masica, Batch 1, FHIA Research Center", ,75%,3.75,Praiseworthy,2016,1748
Rogue,U.S.A.,Venezuela,"Caranero, Choc. Garage Exclusive", ,70%,3.75,Praiseworthy,2015,1446
Rogue,U.S.A.,Bolivia,"Tranquilidad, Batch 1", ,75%,3,satisfactory,2015,1566
Rogue,U.S.A.,Venezuela,Porcelana,Criollo,80%,3.75,Praiseworthy,2014,1209
Rogue,U.S.A.,Madagascar,"Akessons Estate, Sambirano, 2013",Trinitario,70%,3,satisfactory,2013,1038
Rogue,U.S.A.,Dominican Republic,"Hispaniola, 2013", ,70%,3,satisfactory,2013,1081
Rogue,U.S.A.,Bolivia,"Silvestre, Batch 7, 2013", ,75%,4,Premium,2013,1081
Rogue,U.S.A.,Jamaica,"Bachelor's Hall E., St. Thomas Parish",Trinitario,75%,3.75,Praiseworthy,2013,1193
Rogue,U.S.A.,Ecuador,"Camino Verde P., Balao, Guayas",Nacional (Arriba),75%,3.75,Praiseworthy,2012,979
Rogue,U.S.A.,Bolivia,"Silvestre, Batch 1, 2011",Criollo,75%,3,satisfactory,2011,793
Rogue,U.S.A.,Peru,Piura, ,75%,3.75,Praiseworthy,2010,565
Rogue,U.S.A.,Venezuela,Rio Caribe,Trinitario,70%,3,satisfactory,2009,327
Rogue,U.S.A.,Dominican Republic,"Hispaniola, 2008", ,70%,3,satisfactory,2008,213
Rogue,U.S.A.,Jamaica,Jamaica,Trinitario,70%,3,satisfactory,2008,213
Rogue,U.S.A.,Madagascar,"Sambirano, 2008",Trinitario,70%,3,satisfactory,2008,213
Rogue,U.S.A.,Trinidad,Trinidad,Trinitario,70%,3,satisfactory,2008,213
Rozsavolgyi,Hungary,Venezuela,Sur del Lago, ,84%,2,Disappointing,2012,809
Rozsavolgyi,Hungary,Venezuela,"Rio Caribe Superior, Paria Penninsula",Trinitario,76%,2,Disappointing,2012,871
Rozsavolgyi,Hungary,Madagascar,"Sambirano, Akesson Estate",Trinitario,72%,2,Disappointing,2012,871
Rozsavolgyi,Hungary,Venezuela,Carenero Superior,Criollo,73%,3,satisfactory,2011,713
Rozsavolgyi,Hungary,Venezuela,Porcelana, ,71%,2,Disappointing,2011,717
Rozsavolgyi,Hungary,Venezuela,"Aragua, Trincheras", ,70%,3,satisfactory,2011,717
Rozsavolgyi,Hungary,Principe,Principe,Forastero,77%,3,satisfactory,2011,765
S.A.I.D.,Italy,Madagascar,Malgascio,Trinitario,64%,3,satisfactory,2010,607
S.A.I.D.,Italy, ,100 percent, ,100%,1,Unpleasant,2010,615
S.A.I.D.,Italy,Dominican Republic,Samana, ,70%,3,satisfactory,2010,615
S.A.I.D.,Italy,Carribean,Arawak, ,72%,3,satisfactory,2010,615
S.A.I.D.,Italy, ,Latino, ,72%,3,satisfactory,2010,615
Sacred,U.S.A.,Central and S. America,Midnight, ,83%,3,satisfactory,2012,813
Sacred,U.S.A.,Central and S. America,Twilight, ,69%,3,satisfactory,2012,813
Salgado,Argentina,Brazil,Bahia Superior,Forastero,70%,3,satisfactory,2008,288
Salgado,Argentina,Ecuador,Esmeraldas,Forastero (Nacional),70%,3,satisfactory,2008,288
Salgado,Argentina,Venezuela,Carenero Superior,Trinitario,70%,3,satisfactory,2008,288
Salgado,Argentina,Ecuador,Rio Arriba,Forastero (Arriba) ASSS,70%,3,satisfactory,2008,292
Santander (Compania Nacional),Colombia,Colombia,Colombian 2008,Forastero (Nacional),75%,3,satisfactory,2009,404
Santander (Compania Nacional),Colombia,Colombia,Colombian w/ nibs,Forastero (Nacional),70%,3,satisfactory,2009,414
Santander (Compania Nacional),Colombia,Colombia,Colombian Semi Dark,Forastero (Nacional),53%,2,Disappointing,2006,32
Santander (Compania Nacional),Colombia,Colombia,Colombian,Forastero (Nacional),65%,3,satisfactory,2006,32
Santander (Compania Nacional),Colombia,Colombia,Colombian Dark,Forastero (Nacional),70%,4,Premium,2006,32
Santome,France,Sao Tome & Principe,Sao Tome,Forastero,70%,3,satisfactory,2011,761
Scharffen Berger,U.S.A.,Peru,San Juan de Cheni, ,78%,4,Premium,2012,959
Scharffen Berger,U.S.A.,Papua New Guinea,Markham Valley, ,68%,3.75,Praiseworthy,2011,781
Scharffen Berger,U.S.A.,Grenada,Camahogne,Trinitario,68%,3,satisfactory,2010,464
Scharffen Berger,U.S.A.,Madagascar,Amina,"Trinitario, Criollo",65%,3.75,Praiseworthy,2010,464
Scharffen Berger,U.S.A.,Brazil,Tome Acu, ,68%,3.75,Praiseworthy,2009,336
Scharffen Berger,U.S.A.,Ghana,Asante,Forastero,65%,4,Premium,2009,336
Scharffen Berger,U.S.A.,Vietnam,Ben Tre,Trinitario,72%,3.75,Praiseworthy,2009,445
Scharffen Berger,U.S.A.,Venezuela,Finisterra,Blend,72%,3,satisfactory,2008,227
Scharffen Berger,U.S.A.,Carribean,Las Islas,Blend,72%,3,satisfactory,2007,117
Scharffen Berger,U.S.A., ,Nibby, ,62%,3,satisfactory,2007,135
Scharffen Berger,U.S.A.,Venezuela,Cuyagua, ,75%,3.75,Praiseworthy,2007,135
Scharffen Berger,U.S.A.,Carribean,Antilles (Trin/Gren/DR/Ven),Blend,75%,3,satisfactory,2007,188
Scharffen Berger,U.S.A., ,Extra Dark, ,82%,2,Disappointing,2006,15
Scharffen Berger,U.S.A., ,Bittersweet,Blend,70%,3,satisfactory,2006,15
Scharffen Berger,U.S.A.,Ghana,Kumasi Sambirano,Blend,68%,2,Disappointing,2006,40
Scharffen Berger,U.S.A.,Jamaica,Jamaica a l'ancienne,Trinitario,70%,2,Disappointing,2006,56
Scharffen Berger,U.S.A., ,Semisweet,Blend,62%,3,satisfactory,2006,56
Seaforth,U.K.,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2015,1658
Seaforth,U.K.,Grenada,Grenada, ,70%,3,satisfactory,2015,1658
Shark Mountain,U.S.A.,Jamaica,Jamaica,Trinitario,72%,3,satisfactory,2015,1450
Shark Mountain,U.S.A.,Papua New Guinea,Papua New Guinea,Forastero,73%,3,satisfactory,2015,1450
Shark Mountain,U.S.A.,Venezuela,Cuyagua,Criollo,77%,3,satisfactory,2015,1466
Shark Mountain,U.S.A.,Dominican Republic,ROIG,"Criollo, Trinitario",74%,3,satisfactory,2015,1466
Shark Mountain,U.S.A.,Ecuador,Ecuador,Trinitario,75%,3,satisfactory,2014,1335
Shark Mountain,U.S.A.,Belize,"Belize, 2013","Criollo, Trinitario",72%,3,satisfactory,2014,1335
Shark's,U.S.A.,Hawaii,Hilo, ,73%,2,Disappointing,2011,713
Shark's,U.S.A.,Hawaii,"Hilo, w/ added cocoa butter", ,73%,2,Disappointing,2011,721
Shattel,Peru,Peru,Tingo Maria, ,70%,3,satisfactory,2016,1884
Shattel,Peru,Peru,Porcelana,Criollo,75%,3,satisfactory,2011,757
Sibu,Costa Rica,Costa Rica,Oro, ,82%,3,satisfactory,2015,1586
Sibu,Costa Rica,Costa Rica,Oscuro, ,70%,3,satisfactory,2015,1586
Sibu Sura,U.S.A.,Peru,Peru, ,70%,2,Disappointing,2012,911
Silvio Bessone,Italy,Belize,Maya Belize,Criollo,67%,3,satisfactory,2011,717
Silvio Bessone,Italy,Sao Tome & Principe,"Trintade, Sao Tome",Forastero,65%,3,satisfactory,2011,725
Silvio Bessone,Italy,Brazil,"Bahia, Scavina",Trinitario,60%,3,satisfactory,2011,729
Silvio Bessone,Italy,Colombia,"Porcelana, Colombia, Amazonas","Criollo, Trinitario",68%,3,satisfactory,2011,741
Sirene,Canada,Bolivia,Wild Bolivia, ,73%,3,satisfactory,2016,1788
Sirene,Canada,Tanzania,Kokoa Kamili Coop, ,73%,3,satisfactory,2016,1856
Sirene,Canada,Ecuador,"Esmeraldas, Salazar Farm", ,73%,3.75,Praiseworthy,2016,1860
Sirene,Canada,Madagascar,"Somia Plantation, 2012",Trinitario,100%,3,satisfactory,2015,1502
Sirene,Canada,Ecuador,"Camino Verde P., Balao, Guayas, 2012", ,100%,3,satisfactory,2015,1506
Sirene,Canada,Guatemala,Lachua w/ cane sugar, ,73%,3,satisfactory,2015,1614
Sirene,Canada,Guatemala,"Lachua w/ maple sugar, batch 5", ,73%,3,satisfactory,2015,1614
Sirene,Canada,Haiti,Pisa, ,73%,3,satisfactory,2015,1650
Sirene,Canada,Madagascar,"Somia Plantation, 2012",Trinitario,67%,3.75,Praiseworthy,2014,1339
Sirene,Canada,Madagascar,"Somia Plantation, 2012",Trinitario,73%,3.75,Praiseworthy,2014,1339
Sirene,Canada,Ecuador,"Camino Verde P., Balao, Guayas", ,73%,3.75,Praiseworthy,2014,1343
Sjolinds,U.S.A.,Ghana,Ghana,Forastero,70%,3,satisfactory,2015,1454
Sjolinds,U.S.A.,Nicaragua,Nicaragua, ,72%,3,satisfactory,2015,1462
"Smooth Chocolator, The",Australia,Dominican Republic,"Oko Caribe, DOR005", ,70%,3,satisfactory,2017,1940
"Smooth Chocolator, The",Australia,Venezuela,"Guasare, La Sierra de Perija, batch gua001",Criollo,70%,3.75,Praiseworthy,2016,1740
"Smooth Chocolator, The",Australia,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",Criollo,70%,4,Premium,2016,1740
"Smooth Chocolator, The",Australia,Belize,"Maya Mtn, Moho R., Toledo D.", ,70%,3.75,Praiseworthy,2016,1756
"Smooth Chocolator, The",Australia,Vietnam,Tien Giang,Trinitario,70%,3,satisfactory,2016,1864
"Smooth Chocolator, The",Australia,Australia,Australia, ,67%,3.75,Praiseworthy,2016,1864
"Smooth Chocolator, The",Australia,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001", ,70%,3,satisfactory,2016,1908
"Smooth Chocolator, The",Australia,Madagascar,Akesson's Estate,Trinitario,65%,3,satisfactory,2015,1618
"Smooth Chocolator, The",Australia,Madagascar,Akesson's Estate,Trinitario,70%,3,satisfactory,2015,1622
"Smooth Chocolator, The",Australia,Tanzania,Kokoa Kamili, ,67%,3.75,Praiseworthy,2015,1622
"Smooth Chocolator, The",Australia,Trinidad,San Juan Estate,Trinitario,70%,3.75,Praiseworthy,2015,1622
"Smooth Chocolator, The",Australia,Ecuador,Camino Verde, ,72%,4,Premium,2015,1622
"Smooth Chocolator, The",Australia,Bolivia,Bolivia, ,72%,3,satisfactory,2015,1626
"Smooth Chocolator, The",Australia,Papua New Guinea,"Papua New Guinea, triple roast, batch 1", ,65%,3,satisfactory,2015,1662
"Smooth Chocolator, The",Australia,Peru,"Maranon, batch 2",Forastero (Nacional),67%,3,satisfactory,2015,1666
"Smooth Chocolator, The",Australia,Venezuela,"Chuao, batch 3",Trinitario,70%,3.75,Praiseworthy,2015,1666
Snake & Butterfly,U.S.A.,Ghana,Ghana,Forastero,67%,1,Unpleasant,2011,693
Snake & Butterfly,U.S.A.,Madagascar,Madagascar,Trinitario,68%,3,satisfactory,2010,502
Snake & Butterfly,U.S.A.,Ecuador,Ecuador, ,68%,3,satisfactory,2010,502
Sol Cacao,U.S.A.,Ecuador,"Ecuador, Batch 1", ,70%,3,satisfactory,2016,1812
Sol Cacao,U.S.A.,Madagascar,Madagascar,Trinitario,72%,3,satisfactory,2015,1518
Solkiki,U.K.,Peru,"Maranon, Fortunato No. 4",Forastero (Nacional),68%,3,satisfactory,2016,1840
Solkiki,U.K.,Dominican Republic,"Castillo, Hispaniola, unroasted", ,85%,3,satisfactory,2016,1840
Solomons Gold,New Zealand,Solomon Islands,Solomon Island, ,70%,3,satisfactory,2016,1792
Solomons Gold,New Zealand,Solomon Islands,Solomon Island w/ nibs, ,75%,3,satisfactory,2016,1796
Solstice,U.S.A.,Uganda,Bundibugyo,"Forastero, Trinitario",70%,3,satisfactory,2014,1335
Solstice,U.S.A.,Madagascar,Sambirano,Trinitario,70%,3,satisfactory,2013,1157
Solstice,U.S.A.,Venezuela,Amazonas, ,70%,3,satisfactory,2013,1157
Solstice,U.S.A.,Bolivia,Bolivia, ,70%,3,satisfactory,2013,1161
Solstice,U.S.A.,Peru,San Martin, ,70%,3,satisfactory,2013,1161
Solstice,U.S.A., ,Wasatch,Blend,70%,3,satisfactory,2013,1161
Soma,Canada,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol", ,62%,3,satisfactory,2016,1820
Soma,Canada,Madagascar,"Sambirano Valley, Black Science, B-60307.0",Trinitario,70%,3,satisfactory,2016,1820
Soma,Canada,Brazil,"Bahia Black, batch bra50722.1",Forastero (Parazinho),70%,3,satisfactory,2016,1828
Soma,Canada,Venezuela,"Abstract S. w/ Jamaica nibs,batch abs60323.0", ,75%,3.75,Praiseworthy,2016,1828
Soma,Canada,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",Trinitario,70%,3.75,Praiseworthy,2016,1828
Soma,Canada,Vietnam,"Tien Giang, Black S., batch VIT60420.0",Trinitario,70%,4,Premium,2016,1828
Soma,Canada,Ecuador,"Camino Verde, Black S., batch cvu6030.0", ,70%,3,satisfactory,2016,1832
Soma,Canada,Venezuela,CSB Chama,Criollo,70%,3,satisfactory,2015,1594
Soma,Canada,Venezuela,Porcelana, ,75%,4,Premium,2015,1594
Soma,Canada,Nicaragua,"La Tronca, Matagalpa", ,70%,3,satisfactory,2014,1227
Soma,Canada,Peru,Maranon Canyon,Forastero (Nacional),70%,3.75,Praiseworthy,2014,1259
Soma,Canada,Nicaragua,La Dalia,Trinitario,70%,3,satisfactory,2014,1307
Soma,Canada,Ecuador,"Camino Verde P., Balao, Guayas",Forastero (Nacional),80%,3,satisfactory,2014,1307
Soma,Canada,Vanuatu,"Espiritu Santo, 'Smoke Monster'",Forastero (Amelonado),70%,3.75,Praiseworthy,2014,1307
Soma,Canada,Madagascar,Little Big Man,Blend,70%,3,satisfactory,2014,1339
Soma,Canada,Dominican Republic,"Rizek Cacao, Domin. Rep.",Trinitario,77%,3.75,Praiseworthy,2013,1019
Soma,Canada,Indonesia,Java,Criollo,70%,3,satisfactory,2013,1030
Soma,Canada,Peru,"Apurimac, El Quinacho Co-op",Criollo,70%,3,satisfactory,2013,1073
Soma,Canada,Trinidad,"Sangre Grande P., Trinidad",Trinitario,70%,3.75,Praiseworthy,2013,1073
Soma,Canada, ,Chef's Blend, ,70%,3,satisfactory,2013,1077
Soma,Canada,Venezuela,Patanemo,Criollo,70%,3.75,Praiseworthy,2013,1077
Soma,Canada,Guatemala,Crazy 88, ,88%,4,Premium,2013,1077
Soma,Canada,Venezuela,"Maracaibo, El Vigia",Criollo,70%,4,Premium,2013,1077
Soma,Canada,Peru,Equator, ,67%,4,Premium,2013,1081
Soma,Canada,Venezuela,Orinoco,Forastero,70%,3,satisfactory,2013,1173
Soma,Canada,Jamaica,"Bachelor's Hall E., St. Thomas Parish",Trinitario,70%,4,Premium,2013,1177
Soma,Canada,Haiti,Noula Coop, ,70%,3,satisfactory,2012,817
Soma,Canada,Hawaii,O'ahu, ,70%,3.75,Praiseworthy,2012,833
Soma,Canada,Dominican Republic,"Dual Origins, Sambirano, Elvesia",Blend,70%,4,Premium,2012,867
Soma,Canada,Grenada,"Dancing in Your Head, 5 bean blend",Blend,70%,4,Premium,2012,867
Soma,Canada,Guatemala,Cahabon Region,Trinitario,70%,3,satisfactory,2012,951
Soma,Canada,Venezuela,Carenero Superior,Trinitario,70%,3.75,Praiseworthy,2012,951
Soma,Canada,Madagascar,Eastern Promises,Blend,70%,3,satisfactory,2012,967
Soma,Canada,Papua New Guinea,Papua New Guinea,Trinitario,85%,3,satisfactory,2012,983
Soma,Canada,Grenada,"Grenada, Black Science",Trinitario,70%,3,satisfactory,2011,676
Soma,Canada,Bolivia,"Alto Beni, Wild Bolivian",Nacional,70%,3,satisfactory,2011,676
Soma,Canada,Peru,Peruvian, ,64%,4,Premium,2011,676
Soma,Canada,Venezuela,"Three Amigos(Chuao, Wild Bolivia, D.R.)",,70%,4,Premium,2011,676
Soma,Canada,Dominican Republic,"Elvesia P., Black Science",Forastero,70%,3.75,Praiseworthy,2011,682
Soma,Canada,Venezuela,Chuao,Criollo,70%,3,satisfactory,2011,688
Soma,Canada,Ecuador,Black Science Blend 1,"Trinitario, Nacional",70%,3.75,Praiseworthy,2010,607
Soma,Canada,Dominican Republic,Hispaniola,Forastero,70%,3,satisfactory,2009,377
Soma,Canada,Ghana,Africa,Forastero,70%,3,satisfactory,2009,377
Soma,Canada,Dominican Republic,Conacado,Trinitario,70%,3,satisfactory,2009,387
Soma,Canada,Papua New Guinea,Papua New Guinea,Trinitario,70%,3,satisfactory,2009,387
Soma,Canada,Madagascar,Madagascar,Criollo,70%,3.75,Praiseworthy,2009,387
Soma,Canada,Venezuela,Ocumare,Criollo,70%,3.75,Praiseworthy,2009,387
Somerville,U.S.A.,Nicaragua,Nicaragua, ,70%,3,satisfactory,2014,1367
Somerville,U.S.A.,Hawaii,"Hawaiian, Big Island", ,70%,3,satisfactory,2014,1395
Soul,Canada,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2017,1932
Soul,Canada,Madagascar,Madagascar, ,70%,3,satisfactory,2017,1936
Soul,Canada,Venezuela,Venezuela, ,75%,3,satisfactory,2017,1936
Soul,Canada,Ecuador,Ecuador, ,75%,3,satisfactory,2017,1936
Soul,Canada,Papua New Guinea,Papua New Guinea, ,77%,3,satisfactory,2017,1936
Soul,Canada,Tanzania,Tanzania, ,80%,3,satisfactory,2017,1940
Spagnvola,U.S.A.,Dominican Republic,AgroCriso Plantation, ,70%,3,satisfactory,2012,793
Spagnvola,U.S.A.,Dominican Republic,AgroCriso Plantation, ,80%,3,satisfactory,2012,793
Spagnvola,U.S.A.,Dominican Republic,AgroCriso Plantation, ,75%,3,satisfactory,2012,793
Spencer,U.S.A.,Dominican Republic,Dominican Republic, ,70%,3.75,Praiseworthy,2017,1932
Spencer,U.S.A.,Ecuador,Ecuador, ,70%,3,satisfactory,2017,1932
Spencer,U.S.A.,Peru,Peru, ,70%,3,satisfactory,2017,1932
Spencer,Australia,Dominican Republic,"Dominican Republic, lot D82R", ,70%,3,satisfactory,2016,1792
Spencer,Australia,Ecuador,"Ecuador, lot E432314L", ,70%,3.75,Praiseworthy,2016,1792
Spencer,Australia,Madagascar,"Madagascar, lot M0403R", ,70%,3.75,Praiseworthy,2016,1792
Spencer,Australia,Vanuatu,Malekula Island,Trinitario,72%,3,satisfactory,2014,1434
Sprungli (Felchlin),Switzerland,Bolivia,Alto Beni,Criollo,70%,3,satisfactory,2013,1057
SRSLY,U.S.A.,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2013,1113
SRSLY,U.S.A.,Dominican Republic,Dominican Republic, ,84%,2,Disappointing,2013,1121
Starchild,U.S.A.,Ecuador,"Bolivar, Arriba",Forastero (Nacional),70%,3,satisfactory,2015,1634
Starchild,U.S.A.,Dominican Republic,Hispaniola, ,70%,3,satisfactory,2015,1692
Starchild,U.S.A.,Guatemala,Cacao Verapaz, ,70%,3,satisfactory,2015,1692
Starchild,U.S.A.,Nicaragua,Rio Tuma,Trinitario (Amelonado),70%,3,satisfactory,2015,1692
Starchild,U.S.A.,Madagascar,Sambirano Valley,Trinitario,70%,3,satisfactory,2015,1696
Stella (aka Bernrain),Switzerland,Brazil,"Bahia, Agri-Forestal Plantation, 2010",Trinitario,68%,3,satisfactory,2012,859
Stella (aka Bernrain),Switzerland,India,India, ,72%,3,satisfactory,2011,729
Stone Grindz,U.S.A.,Ecuador,"Ecuador, Midnight Dark", ,84%,3,satisfactory,2014,1291
Stone Grindz,U.S.A.,Ecuador,"Ecuador, Twilght Dark", ,70%,3,satisfactory,2014,1291
StRita Supreme,U.S.A.,Philippines,"Samar, East Visayas region", ,65%,2,Disappointing,2012,939
StRita Supreme,U.S.A.,Philippines,"Samar, East Visayas region", ,70%,2,Disappointing,2012,943
StRita Supreme,U.S.A.,Philippines,"Samar, East Visayas region", ,75%,3,satisfactory,2012,943
Sublime Origins,U.S.A.,Madagascar,Sambirano,Trinitario,67%,3,satisfactory,2013,1157
Sublime Origins,U.S.A.,Belize,Moho Valley,Trinitario,78%,3,satisfactory,2013,1157
Summerbird,Denmark,Peru,Peru,"Criollo, Trinitario",61%,2,Disappointing,2016,1800
Summerbird,Denmark,Peru,Peru,"Criollo, Trinitario",71%,3,satisfactory,2016,1800
Suruca Chocolate,Venezuela,Venezuela,Venezuela, ,70%,3,satisfactory,2016,1796
Suruca Chocolate,Venezuela,Venezuela,Venezuela, ,60%,3,satisfactory,2016,1796
Svenska Kakaobolaget,Sweden,Sri Lanka,Sri Lanka,"Criollo, Trinitario",70%,3,satisfactory,2015,1618
Szanto Tibor,Hungary,Ecuador,Nacional, ,70%,3,satisfactory,2015,1668
Szanto Tibor,Hungary,Cuba,Baracoa,Trinitario,88%,3,satisfactory,2015,1704
Szanto Tibor,Hungary,Madagascar,Ambolikapiky,Trinitario,70%,3,satisfactory,2015,1704
Szanto Tibor,Hungary,Ecuador,"Winak, Sumaco",Forastero (Nacional),70%,3.75,Praiseworthy,2015,1704
Szanto Tibor,Hungary,Vietnam,"Ben Tre, Mekong Delta",Trinitario,70%,3,satisfactory,2015,1708
Szanto Tibor,Hungary,Brazil,"Fazenda Sempre Firme, Bahia",Forastero (Parazinho),70%,3,satisfactory,2015,1708
Szanto Tibor,Hungary,Venezuela,Porcelana,Criollo,70%,3,satisfactory,2014,1263
Szanto Tibor,Hungary,Cuba,Baracoa,Trinitario,70%,3.75,Praiseworthy,2014,1263
Szanto Tibor,Hungary,Madagascar,"Autumn, Primary Harvest, 2012",Criollo,70%,3,satisfactory,2013,1185
Szanto Tibor,Hungary,Madagascar,"Spring, Secondary Harvest, 2012",Criollo,70%,3,satisfactory,2013,1185
Szanto Tibor,Hungary,Nicaragua,Cacao Blanco, ,70%,3,satisfactory,2013,1193
Szanto Tibor,Hungary,Dominican Republic,Santo Domingo, ,70%,3,satisfactory,2012,939
Szanto Tibor,Hungary,Madagascar,Millot Plantation, ,70%,3,satisfactory,2012,939
Szanto Tibor,Hungary,Peru,"Ayacucho, ""El Guinacho""", ,70%,3.75,Praiseworthy,2012,939
Szanto Tibor,Hungary,Venezuela,Crudo, ,70%,3,satisfactory,2011,761
Tabal,U.S.A.,Costa Rica,Costa Rica, ,70%,3,satisfactory,2013,1101
Tabal,U.S.A.,Dominican Republic,Dominican Republic, ,70%,3,satisfactory,2013,1101
Tabal,U.S.A.,Mexico,"Chiapas, Lacandon Jungle", ,70%,2,Disappointing,2013,1105
Tabal,U.S.A.,Peru,Peru, ,70%,3,satisfactory,2013,1105
Tablette (aka Vanillabeans),Japan,Colombia,Colombia, ,70%,3,satisfactory,2015,1450
Tablette (aka Vanillabeans),Japan,Papua New Guinea,Papua, ,62%,3,satisfactory,2015,1450
Tablette (aka Vanillabeans),Japan,Vietnam,Vietnam,Trinitario,60%,3,satisfactory,2015,1450
Tablette (aka Vanillabeans),Japan,Trinidad,Trinidad,Trinitario,77%,3,satisfactory,2015,1680
Tan Ban Skrati,Suriname,Suriname,"Paramaribo, batch 20160043-01",Trinitario,70%,3,satisfactory,2016,1868
Taza,U.S.A.,Belize,Belize,Trinitario,68%,3,satisfactory,2014,1271
Taza,U.S.A.,Bolivia,Alto Beni, ,87%,3,satisfactory,2011,785
Taza,U.S.A.,Mexico,Chiapan, ,75%,3,satisfactory,2009,451
Taza,U.S.A.,Dominican Republic,"Dark, Stone Ground", ,70%,3,satisfactory,2007,180
TCHO,U.S.A.,West Africa,West Africa,Forastero,62%,2,Disappointing,2016,1716
TCHO,U.S.A.,Peru,Peru- Ecuador, ,99%,3,satisfactory,2012,915
TCHO,U.S.A., ,TCHOPro 60.5, ,60%,3,satisfactory,2009,387
TCHO,U.S.A., ,TCHOPro 68, ,68%,3,satisfactory,2009,387
TCHO,U.S.A.,Ghana,Chocolatey-beta,Forastero,70%,2,Disappointing,2008,199
TCHO,U.S.A.,Peru,Fruity-beta, ,70%,2,Disappointing,2008,280
TCHO,U.S.A.,Madagascar,Citrus-beta, ,70%,3,satisfactory,2008,280
TCHO,U.S.A.,Peru,Nutty-beta, ,70%,2,Disappointing,2008,284
Tejas,U.S.A.,Madagascar,Concepcion, ,70%,3,satisfactory,2012,801
Tejas,U.S.A.,Ecuador,Bayou Blend,Blend,70%,3,satisfactory,2012,801
Tejas,U.S.A.,Papua New Guinea,Aranama, ,70%,3,satisfactory,2012,805
Tejas,U.S.A.,Dominican Republic,Presidio, ,70%,3,satisfactory,2012,805
Tejas,U.S.A.,Ecuador,"La Bahia, w/ cane juice", ,70%,3,satisfactory,2012,817
Tejas,U.S.A.,Peru,Capistrano, ,70%,2,Disappointing,2012,821
Tejas,U.S.A.,Ecuador,"La Bahia, w/ cane sugar", ,70%,3,satisfactory,2012,825
Tejas,U.S.A.,Bolivia,San Jose, ,70%,3,satisfactory,2012,829
Tejas,U.S.A.,Madagascar,Capistrano*, ,70%,3,satisfactory,2012,829
Tejas,U.S.A.,Mexico,Espada, ,70%,3,satisfactory,2012,833
Tejas,U.S.A.,Brazil,Espada, ,70%,3,satisfactory,2012,967
Tejas,U.S.A.,Venezuela,Concepcion*, ,80%,3,satisfactory,2012,971
Tejas,U.S.A.,Bolivia,San Jose, ,67%,3,satisfactory,2012,971
Tejas,U.S.A.,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",Forastero (Parazinho),70%,3,satisfactory,2012,971
Terroir,U.S.A.,Peru,Peru, ,70%,3,satisfactory,2015,1478
Terroir,U.S.A.,Belize,Belize,Trinitario,70%,3.75,Praiseworthy,2015,1478
Terroir,U.S.A.,Madagascar,Madagascar,Trinitario,70%,3.75,Praiseworthy,2015,1478
Terroir,U.S.A.,Ecuador,Ecuador, ,70%,3,satisfactory,2015,1482
Terroir,U.S.A.,Dominican Republic,Oko Caribe, ,70%,3,satisfactory,2015,1554
Terroir,U.S.A.,Guatemala,Guatemala,Trinitario,70%,3.75,Praiseworthy,2015,1558
Terroir,U.S.A.,Ecuador,Ecuador, ,77%,3,satisfactory,2014,1323
Terroir,U.S.A.,Madagascar,Madagascar,Trinitario,67%,3.75,Praiseworthy,2014,1323
Terroir,U.S.A.,Uganda,Uganda,Forastero,73%,3.75,Praiseworthy,2014,1323
The Barn,Sweden,Peru,Peru, ,70%,3,satisfactory,2015,1614
Theo,U.S.A.,Congo,Congo w/ nibs,Forastero,65%,3,satisfactory,2012,903
Theo,U.S.A.,Madagascar,Madagascar,Trinitario,65%,3,satisfactory,2007,162
Theo,U.S.A.,Ivory Coast,Ivory Coast, ,75%,2,Disappointing,2007,184
Theo,U.S.A.,Ghana,"Ghana, Kumasi",Forastero,84%,3,satisfactory,2007,184
Theo,U.S.A.,Venezuela,"Venezuela; Barinos, Merida, Tachron",Blend,91%,2,Disappointing,2007,188
Theo,U.S.A.,Ghana,"Ghana, Panama, Ecuador",Blend,75%,3,satisfactory,2007,188
Theobroma,Japan,Peru,"Piura Select, Cacao Blanc", ,70%,3,satisfactory,2015,1684
Timo A. Meyer,Germany,Belize,"Belize, med roast","Trinitario, TCGA",72%,3.75,Praiseworthy,2016,1836
To'ak (Ecuatoriana),Ecuador,Ecuador,Manabi,Forastero (Nacional),81%,3,satisfactory,2014,1418
